ICensus year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,Location
2015,64,105870,105870,380-384 Little Bourke Street,Melbourne (CBD),Blok M Express,4511,Cafes and Restaurants,Seats - Indoor,50,"(-37.8135434625, 144.961328272)"
2015,64,105870,105870,380-384 Little Bourke Street,Melbourne (CBD),Kirk's Wine Bar,4511,Cafes and Restaurants,Seats - Indoor,24,"(-37.8135434625, 144.961328272)"
2015,64,105870,105870,380-384 Little Bourke Street,Melbourne (CBD),Kirk's Wine Bar,4511,Cafes and Restaurants,Seats - Outdoor,22,"(-37.8135434625, 144.961328272)"
2015,64,105873,105873,362-364 Little Bourke Street,Melbourne (CBD),+39 Pizzeria & Antipasteria,4511,Cafes and Restaurants,Seats - Indoor,66,"(-37.8132729834, 144.961749555)"
2015,64,108101,108101,224-236 Queen Street,Melbourne (CBD),Cafe Shots Espresso Bar,4511,Cafes and Restaurants,Seats - Indoor,8,"(-37.8132027357, 144.960162013)"
2015,64,108101,108101,224-236 Queen Street,Melbourne (CBD),Cafe Shots Espresso Bar,4511,Cafes and Restaurants,Seats - Outdoor,6,"(-37.8132027357, 144.960162013)"
2015,64,108102,108102,200-222 Queen Street,Melbourne (CBD),In A Rush,4511,Cafes and Restaurants,Seats - Indoor,26,"(-37.8135228542, 144.960469742)"
2015,64,104669,104669,54-58 Hardware Lane ,Melbourne (CBD),Max Bar & Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,74,"(-37.8133948793, 144.961262293)"
2015,64,108102,108102,200-222 Queen Street,Melbourne (CBD),Knock Knock Cafe,4511,Cafes and Restaurants,Seats - Indoor,36,"(-37.8135228542, 144.960469742)"
2015,64,104668,104668,60 Hardware Lane ,Melbourne (CBD),Il Nostro Posto,4511,Cafes and Restaurants,Seats - Indoor,64,"(-37.8132895481, 144.961214978)"
2015,64,108102,108102,200-222 Queen Street,Melbourne (CBD),In A Rush,4511,Cafes and Restaurants,Seats - Outdoor,32,"(-37.8135228542, 144.960469742)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Pie Face,4512,Takeaway Food Services,Seats - Indoor,12,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Little Ramen Bar,4511,Cafes and Restaurants,Seats - Indoor,36,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Little Ramen Bar,4511,Cafes and Restaurants,Seats - Outdoor,6,"(-37.8132138636, 144.962283058)"
2015,64,104669,104669,54-58 Hardware Lane ,Melbourne (CBD),Max Bar & Restaurant,4511,Cafes and Restaurants,Seats - Indoor,90,"(-37.8133948793, 144.961262293)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Mai's Bakery,4512,Takeaway Food Services,Seats - Outdoor,8,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Pie Face,4512,Takeaway Food Services,Seats - Outdoor,7,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Saigon Fusion,4512,Takeaway Food Services,Seats - Indoor,14,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Saigon Fusion,4512,Takeaway Food Services,Seats - Outdoor,8,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Shanghai Street,4511,Cafes and Restaurants,Seats - Indoor,24,"(-37.8132138636, 144.962283058)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Shanghai Street,4511,Cafes and Restaurants,Seats - Outdoor,8,"(-37.8132138636, 144.962283058)"
2015,64,104376,104376,14-20 Goldie Place,Melbourne (CBD),Word,4520,"Pubs, Taverns and Bars",Seats - Indoor,72,"(-37.8132858451, 144.960731025)"
2015,64,104377,104377,10-12 Goldie Place,Melbourne (CBD),Squires Loft City Steakhouse Pty Ltd,4511,Cafes and Restaurants,Seats - Indoor,76,"(-37.8133856448, 144.960776884)"
2015,64,104657,104657,59-61 Hardware Lane ,Melbourne (CBD),Aloi Na Cafe,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8133829745, 144.960969765)"
2015,64,104666,104666,64-66 Hardware Lane ,Melbourne (CBD),Grill Steak Seafood,4511,Cafes and Restaurants,Seats - Indoor,82,"(-37.8131820225, 144.961167348)"
2015,64,103187,103187,219-233 Elizabeth Street,Melbourne (CBD),Mai's Bakery,4512,Takeaway Food Services,Seats - Indoor,16,"(-37.8132138636, 144.962283058)"
2015,64,104657,104657,59-61 Hardware Lane ,Melbourne (CBD),Aloi Na Cafe,4511,Cafes and Restaurants,Seats - Outdoor,12,"(-37.8133829745, 144.960969765)"
2015,64,104668,104668,60 Hardware Lane ,Melbourne (CBD),Il Nostro Posto,4511,Cafes and Restaurants,Seats - Outdoor,21,"(-37.8132895481, 144.961214978)"
2015,64,104666,104666,64-66 Hardware Lane ,Melbourne (CBD),Grill Steak Seafood,4511,Cafes and Restaurants,Seats - Outdoor,19,"(-37.8131820225, 144.961167348)"
2015,64,104665,104665,68-78 Hardware Lane ,Melbourne (CBD),Vons Restaurant & Bar,4511,Cafes and Restaurants,Seats - Outdoor,24,"(-37.8130702965, 144.961106124)"
2015,64,104665,104665,68-78 Hardware Lane ,Melbourne (CBD),Vons Restaurant & Bar,4511,Cafes and Restaurants,Seats - Indoor,54,"(-37.8130702965, 144.961106124)"
2015,64,104659,104659,67-73 Hardware Lane ,Melbourne (CBD),The Mill,4511,Cafes and Restaurants,Seats - Outdoor,44,"(-37.8132345063, 144.960907988)"
2015,64,104665,104665,68-78 Hardware Lane ,Melbourne (CBD),Pop,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8130702965, 144.961106124)"
2015,64,104660,104660,75-77 Hardware Lane ,Melbourne (CBD),Amigos Hardware Lane,4511,Cafes and Restaurants,Seats - Outdoor,44,"(-37.813143397, 144.960866706)"
2015,64,104660,104660,75-77 Hardware Lane ,Melbourne (CBD),Amigos Hardware Lane,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.813143397, 144.960866706)"
2015,64,104665,104665,68-78 Hardware Lane ,Melbourne (CBD),Pop,4511,Cafes and Restaurants,Seats - Outdoor,32,"(-37.8130702965, 144.961106124)"
2015,64,104659,104659,67-73 Hardware Lane ,Melbourne (CBD),The Mill,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8132345063, 144.960907988)"
2015,65,109292,109292,243-249 Swanston Street ,Melbourne (CBD),Rice Paper Vietnamese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,74,"(-37.8123010812, 144.964736482)"
2015,65,109291,109291,239-241 Swanston Street ,Melbourne (CBD),Mekong Vietnam,4511,Cafes and Restaurants,Seats - Indoor,50,"(-37.8123926291, 144.964778411)"
2015,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,4520,"Pubs, Taverns and Bars",Seats - Outdoor,14,"(-37.8129243717, 144.963127603)"
2015,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),NANT Whisky Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,8,"(-37.8129243717, 144.963127603)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Toyko Pop,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Waffee,4511,Cafes and Restaurants,Seats - Indoor,22,"(-37.8124519942, 144.96383862)"
2015,65,109292,109292,243-249 Swanston Street ,Melbourne (CBD),Rice Paper Vietnamese Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,15,"(-37.8123010812, 144.964736482)"
2015,65,109300,109300,273 Swanston Street ,Melbourne (CBD),Taiwan Cafe,4511,Cafes and Restaurants,Seats - Indoor,56,"(-37.8118596387, 144.964531668)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),The Tea Salon,4511,Cafes and Restaurants,Seats - Indoor,82,"(-37.8124519942, 144.96383862)"
2015,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),NANT Whisky Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,24,"(-37.8129243717, 144.963127603)"
2015,65,109292,109292,243-249 Swanston Street ,Melbourne (CBD),The Lounge,4511,Cafes and Restaurants,Seats - Indoor,118,"(-37.8123010812, 144.964736482)"
2015,65,109292,109292,243-249 Swanston Street ,Melbourne (CBD),The Lounge,4511,Cafes and Restaurants,Seats - Outdoor,64,"(-37.8123010812, 144.964736482)"
2015,65,109293,109293,251-253 Swanston Street ,Melbourne (CBD),Melbourne Vietnam Noodle House,4511,Cafes and Restaurants,Seats - Indoor,125,"(-37.8122143709, 144.964696215)"
2015,65,109294,109294,255 Swanston Street ,Melbourne (CBD),YourThai Rice & Noodle Bar,4511,Cafes and Restaurants,Seats - Indoor,104,"(-37.8121638739, 144.964672749)"
2015,65,109295,109295,257-259 Swanston Street ,Melbourne (CBD),China Bar,4511,Cafes and Restaurants,Seats - Indoor,120,"(-37.812113937, 144.964648779)"
2015,65,109298,109298,269 Swanston Street ,Melbourne (CBD),Dumplings Plus,4511,Cafes and Restaurants,Seats - Indoor,115,"(-37.8119540966, 144.964574683)"
2015,65,109301,109301,275-279 Swanston Street ,Melbourne (CBD),McDonalds,4511,Cafes and Restaurants,Seats - Indoor,94,"(-37.811807519, 144.964507069)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),South Melbourne Market Dim Sims,4512,Takeaway Food Services,Seats - Indoor,4,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Sushi Sushi,4511,Cafes and Restaurants,Seats - Indoor,32,"(-37.8124519942, 144.96383862)"
2015,65,109297,109297,265-267 Swanston Street ,Melbourne (CBD),Nelayan,4511,Cafes and Restaurants,Seats - Indoor,62,"(-37.8120104554, 144.964602124)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Botica,4512,Takeaway Food Services,Seats - Indoor,6,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Sushi Hon,4512,Takeaway Food Services,Seats - Indoor,20,"(-37.8124519942, 144.96383862)"
2015,65,103312,103312,222-260 Elizabeth Street,Melbourne (CBD),Sushi Sushi,4512,Takeaway Food Services,Seats - Indoor,27,"(-37.8126144222, 144.962878274)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),1000 Wat,4511,Cafes and Restaurants,Seats - Indoor,59,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Bombay Duck,4512,Takeaway Food Services,Seats - Indoor,10,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Charlie & Co,4511,Cafes and Restaurants,Seats - Indoor,52,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Chokolait,4511,Cafes and Restaurants,Seats - Indoor,65,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Dainty Sichuan Noodle Express,4511,Cafes and Restaurants,Seats - Indoor,92,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Dumplings Plus,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8124519942, 144.96383862)"
2015,65,103312,103312,222-260 Elizabeth Street,Melbourne (CBD),Cacao Lab,4512,Takeaway Food Services,Seats - Indoor,21,"(-37.8126144222, 144.962878274)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Becasse Bakery,4511,Cafes and Restaurants,Seats - Indoor,66,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Spudbar,4511,Cafes and Restaurants,Seats - Indoor,16,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Earl Canteen,4512,Takeaway Food Services,Seats - Indoor,20,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Ramen Ya,4511,Cafes and Restaurants,Seats - Indoor,59,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Pho Nom,4511,Cafes and Restaurants,Seats - Indoor,38,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),New Shanghai,4511,Cafes and Restaurants,Seats - Indoor,140,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Nabe One,4511,Cafes and Restaurants,Seats - Indoor,10,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),Jones the Grocer,4511,Cafes and Restaurants,Seats - Indoor,140,"(-37.8124519942, 144.96383862)"
2015,65,105698,105698,269-321 Lonsdale Street ,Melbourne (CBD),ES Teler 77,4512,Takeaway Food Services,Seats - Indoor,6,"(-37.8124519942, 144.96383862)"
2015,66,520595,520595,238 Little Bourke Street,Melbourne (CBD),Rice Workshop,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8122485933, 144.965781316)"
2015,66,109392,109392,248-258 Swanston Street ,Melbourne (CBD),Cookie,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,"(-37.8119955936, 144.965250407)"
2015,66,108552,108552,221-223 Russell Street,Melbourne (CBD),Nam Loong,4511,Cafes and Restaurants,Seats - Indoor,48,"(-37.8114086921, 144.967166729)"
2015,66,108555,108555,235-241 Russell Street,Melbourne (CBD),China Bar,4511,Cafes and Restaurants,Seats - Indoor,69,"(-37.8111192327, 144.967036951)"
2015,66,108555,108555,235-241 Russell Street,Melbourne (CBD),Stalactites Restaurant,4511,Cafes and Restaurants,Seats - Indoor,144,"(-37.8111192327, 144.967036951)"
2015,66,108555,108555,235-241 Russell Street,Melbourne (CBD),Stalactites Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,24,"(-37.8111192327, 144.967036951)"
2015,66,109389,109389,247-255 Lonsdale Street ,Melbourne (CBD),Nine Taiwanese Dessert House,4511,Cafes and Restaurants,Seats - Indoor,54,"(-37.8116935626, 144.965104659)"
2015,66,109389,109389,247-255 Lonsdale Street ,Melbourne (CBD),Pie Face,4512,Takeaway Food Services,Seats - Indoor,12,"(-37.8116935626, 144.965104659)"
2015,66,109390,109390,264-266 Swanston Street ,Melbourne (CBD),Goldilocks,4511,Cafes and Restaurants,Seats - Indoor,44,"(-37.8118106287, 144.96514735)"
2015,66,109390,109390,264-266 Swanston Street ,Melbourne (CBD),Noodle Kingdom / GOng De Lin,4511,Cafes and Restaurants,Seats - Indoor,152,"(-37.8118106287, 144.96514735)"
2015,66,108550,108550,213-217 Russell Street,Melbourne (CBD),Pho P&T Traditional Vietnamese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,32,"(-37.8115616651, 144.967236477)"
2015,66,109395,109395,242 Swanston Street ,Melbourne (CBD),Ghin Khao,4511,Cafes and Restaurants,Seats - Indoor,95,"(-37.8121845227, 144.965359116)"
2015,66,109395,109395,242 Swanston Street ,Melbourne (CBD),Ghin Khao,4511,Cafes and Restaurants,Seats - Outdoor,12,"(-37.8121845227, 144.965359116)"
2015,66,109435,109435,23-25 Tattersalls Lane,Melbourne (CBD),Shanghai Dumpling Restaurant,4511,Cafes and Restaurants,Seats - Indoor,195,"(-37.8118662028, 144.965438566)"
2015,66,109436,109436,27-29 Tattersalls Lane,Melbourne (CBD),Section 8 Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,"(-37.8117616687, 144.965389924)"
2015,66,109437,109437,4-12 Tattersalls Lane,Melbourne (CBD),Gaylord Indian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8120613273, 144.965770435)"
2015,66,109951,109951,3-5 Waratah Place ,Melbourne (CBD),Kum Den Restaurant,4511,Cafes and Restaurants,Seats - Indoor,105,"(-37.8117207546, 144.967044898)"
2015,66,109952,109952,7-9 Waratah Place ,Melbourne (CBD),Blue Sky,4511,Cafes and Restaurants,Seats - Indoor,102,"(-37.8116250168, 144.966991111)"
2015,66,108549,108549,209-211 Russell Street,Melbourne (CBD),Minh Xuong Seafood & BBQ Restaurant,4511,Cafes and Restaurants,Seats - Indoor,104,"(-37.8116445841, 144.967273374)"
2015,66,109953,109953,11-15 Waratah Place ,Melbourne (CBD),Hot Space,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8115038232, 144.966936467)"
2015,66,108550,108550,213-217 Russell Street,Melbourne (CBD),Escape City,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,"(-37.8115616651, 144.967236477)"
2015,66,520597,520597,234 Little Bourke Street,Melbourne (CBD),Number 1 Rice Noodle,4511,Cafes and Restaurants,Seats - Indoor,70,"(-37.812221271, 144.965872687)"
2015,66,109952,109952,7-9 Waratah Place ,Melbourne (CBD),Manchuria,4511,Cafes and Restaurants,Seats - Indoor,45,"(-37.8116250168, 144.966991111)"
2015,66,101785,101785,16 Celestial Avenue,Melbourne (CBD),Heyday Hong Kong Cafe,4511,Cafes and Restaurants,Seats - Indoor,16,"(-37.8118104603, 144.966372602)"
2015,66,108551,108551,219 Russell Street,Melbourne (CBD),Project 219,4511,Cafes and Restaurants,Seats - Indoor,55,"(-37.8114782928, 144.967198198)"
2015,66,101783,101783,15-17 Celestial Avenue,Melbourne (CBD),Supper Inn Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,70,"(-37.8118809412, 144.966130204)"
2015,66,108548,108548,205-207 Russell Street,Melbourne (CBD),Sugarbun,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8116984743, 144.967298431)"
2015,66,104781,104781,15-21 Heffernan Lane,Melbourne (CBD),New Kum Den,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8116995859, 144.966543119)"
2015,66,105684,105684,185-187 Lonsdale Street ,Melbourne (CBD),International Diethnes Cakes,4511,Cafes and Restaurants,Seats - Indoor,73,"(-37.8111870842, 144.966848615)"
2015,66,105684,105684,185-187 Lonsdale Street ,Melbourne (CBD),International Diethnes Cakes,4511,Cafes and Restaurants,Seats - Outdoor,20,"(-37.8111870842, 144.966848615)"
2015,66,105687,105687,195 Lonsdale Street ,Melbourne (CBD),Le Bangkok,4511,Cafes and Restaurants,Seats - Indoor,110,"(-37.8112683962, 144.966630508)"
2015,66,105687,105687,195 Lonsdale Street ,Melbourne (CBD),Le Bangkok,4511,Cafes and Restaurants,Seats - Outdoor,10,"(-37.8112683962, 144.966630508)"
2015,66,105688,105688,197 Lonsdale Street ,Melbourne (CBD),Tsindos Greek Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.811284557, 144.966576514)"
2015,66,105688,105688,197 Lonsdale Street ,Melbourne (CBD),Tsindos Greek Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,16,"(-37.811284557, 144.966576514)"
2015,66,105690,105690,203-207 Lonsdale Street ,Melbourne (CBD),Dion,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8113317486, 144.966353363)"
2015,66,105690,105690,203-207 Lonsdale Street ,Melbourne (CBD),Dion,4511,Cafes and Restaurants,Seats - Outdoor,12,"(-37.8113317486, 144.966353363)"
2015,66,105882,105882,212 Little Bourke Street,Melbourne (CBD),The Crane,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8120348371, 144.966279161)"
2015,66,105889,105889,178-190 Little Bourke Street,Melbourne (CBD),Juicy Bao,4511,Cafes and Restaurants,Seats - Indoor,70,"(-37.8118691234, 144.966941961)"
2015,66,105691,105691,209-211 Lonsdale Street ,Melbourne (CBD),Medallion Cafe & Cakes,4511,Cafes and Restaurants,Seats - Indoor,116,"(-37.8114330957, 144.966260883)"
2015,66,105885,105885,204 Little Bourke Street,Melbourne (CBD),Ling Nam Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,90,"(-37.811992469, 144.966540837)"
2015,66,105889,105889,178-190 Little Bourke Street,Melbourne (CBD),Petaling Street Malaysian Hawker Food,4511,Cafes and Restaurants,Seats - Indoor,250,"(-37.8118691234, 144.966941961)"
2015,66,105881,105881,214-216 Little Bourke Street,Melbourne (CBD),Post Deng Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,"(-37.8120441786, 144.966218179)"
2015,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Noodle House,4511,Cafes and Restaurants,Seats - Indoor,52,"(-37.81213633, 144.965602986)"
2015,66,105694,105694,233-237 Lonsdale Street ,Melbourne (CBD),Touche Hombre,4511,Cafes and Restaurants,Seats - Outdoor,20,"(-37.8115803116, 144.965548057)"
2015,66,105694,105694,233-237 Lonsdale Street ,Melbourne (CBD),Touche Hombre,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8115803116, 144.965548057)"
2015,66,105692,105692,213-215 Lonsdale Street ,Melbourne (CBD),Pacific BBQ Cafe ,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8114424514, 144.966142746)"
2015,66,105691,105691,209-211 Lonsdale Street ,Melbourne (CBD),Medallion Cafe & Cakes,4511,Cafes and Restaurants,Seats - Outdoor,16,"(-37.8114330957, 144.966260883)"
2015,66,105889,105889,178-190 Little Bourke Street,Melbourne (CBD),City BBQ Chinese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8118691234, 144.966941961)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Mai Tai Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8109827193, 144.967644371)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,"(-37.8109827193, 144.967644371)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Izakaya Chuji Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,90,"(-37.8109827193, 144.967644371)"
2015,67,105895,105895,112-114 Little Bourke Street,Melbourne (CBD),Shanghai Village,4511,Cafes and Restaurants,Seats - Indoor,180,"(-37.811244412, 144.969075565)"
2015,67,105893,105893,120-122 Little Bourke Street,Melbourne (CBD),Empress of China,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8113162231, 144.968908466)"
2015,67,105892,105892,124-126 Little Bourke Street,Melbourne (CBD),Golden Orchid Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,4,"(-37.8113121882, 144.968760116)"
2015,67,105892,105892,124-126 Little Bourke Street,Melbourne (CBD),Golden Orchid Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8113121882, 144.968760116)"
2015,67,105683,105683,157-159 Lonsdale Street ,Melbourne (CBD),Kokoro Ramen,4511,Cafes and Restaurants,Seats - Indoor,59,"(-37.8109360678, 144.967862739)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Nihonshu Shochu & Sake Bar,4511,Cafes and Restaurants,Seats - Indoor,25,"(-37.8109827193, 144.967644371)"
2015,67,105682,105682,149-155 Lonsdale Street ,Melbourne (CBD),Dragon Boat Palace,4511,Cafes and Restaurants,Seats - Indoor,380,"(-37.8109061698, 144.968017399)"
2015,67,108582,108582,210-222 Russell Street,Melbourne (CBD),Ishiya Stonegrill,4511,Cafes and Restaurants,Seats - Indoor,40,"(-37.8113278878, 144.967994747)"
2015,67,105682,105682,149-155 Lonsdale Street ,Melbourne (CBD),Dragon Boat Palace,4511,Cafes and Restaurants,Seats - Outdoor,4,"(-37.8109061698, 144.968017399)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Pho Dung Tan Dinh City,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8109827193, 144.967644371)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Seoul House Korean Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,"(-37.8109827193, 144.967644371)"
2015,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Thai Chilli Cafe,4511,Cafes and Restaurants,Seats - Indoor,48,"(-37.8109827193, 144.967644371)"
2015,67,110702,110701,28 Corrs Lane,Melbourne (CBD),Yamato Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,28,"(-37.8108166499, 144.968152933)"
2015,67,110654,110654,235 Exhibition Street ,Melbourne (CBD),Subway,4511,Cafes and Restaurants,Seats - Outdoor,6,"(-37.8104435322, 144.969484379)"
2015,67,108582,108582,210-222 Russell Street,Melbourne (CBD),Ants Bistro,4511,Cafes and Restaurants,Seats - Indoor,70,"(-37.8113278878, 144.967994747)"
2015,67,108582,108582,210-222 Russell Street,Melbourne (CBD),Shanghai Street Xiaolongboa & Dumpling,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8113278878, 144.967994747)"
2015,67,108583,108583,196-208 Russell Street,Melbourne (CBD),Crystal Jade Restaurant,4511,Cafes and Restaurants,Seats - Indoor,200,"(-37.8115880929, 144.967863225)"
2015,67,108583,108583,196-208 Russell Street,Melbourne (CBD),Shou Sumiyaki,4511,Cafes and Restaurants,Seats - Indoor,90,"(-37.8115880929, 144.967863225)"
2015,67,110654,110654,235 Exhibition Street ,Melbourne (CBD),Subway,4511,Cafes and Restaurants,Seats - Indoor,28,"(-37.8104435322, 144.969484379)"
2015,67,105681,110701,145-147 Lonsdale Street ,Melbourne (CBD),Nishiki Healthy Hut,4512,Takeaway Food Services,Seats - Outdoor,4,"(-37.8108166499, 144.968152933)"
2015,67,108582,108582,210-222 Russell Street,Melbourne (CBD),Famous Hot Pot ,4511,Cafes and Restaurants,Seats - Indoor,52,"(-37.8113278878, 144.967994747)"
2015,67,103605,103605,231-233 Exhibition Street ,Melbourne (CBD),Dumpling Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8105110375, 144.969520631)"
2015,67,108582,108582,210-222 Russell Street,Melbourne (CBD),Home Kitchen & Bar,4511,Cafes and Restaurants,Seats - Indoor,80,"(-37.8113278878, 144.967994747)"
2015,67,105681,110701,145-147 Lonsdale Street ,Melbourne (CBD),Nishiki Healthy Hut,4512,Takeaway Food Services,Seats - Indoor,10,"(-37.8108166499, 144.968152933)"
2015,67,102047,102047,11-17 Cohen Place ,Melbourne (CBD),Tea House At Chinatown,4511,Cafes and Restaurants,Seats - Indoor,100,"(-37.8110430109, 144.968915202)"
2015,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Fukuryu Ramen,4511,Cafes and Restaurants,Seats - Indoor,60,"(-37.8109979027, 144.968324928)"
2015,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Sichuan House,4511,Cafes and Restaurants,Seats - Indoor,76,"(-37.8109979027, 144.968324928)"
2015,67,103602,103602,199-219 Exhibition Street ,Melbourne (CBD),Her Majesty's Theatre,9003,Performing Arts Venue Operation,Seats - Indoor,40,"(-37.8109383934, 144.969545849)"
2015,67,103602,103602,199-219 Exhibition Street ,Melbourne (CBD),Her Majesty's Theatre,9003,Performing Arts Venue Operation,Seats - Outdoor,16,"(-37.8109383934, 144.969545849)"
2015,67,103604,103604,229 Exhibition Street ,Melbourne (CBD),Dumpling Sisters,4511,Cafes and Restaurants,Seats - Indoor,45,"(-37.8105832461, 144.969540387)"
2015,67,103605,103605,231-233 Exhibition Street ,Melbourne (CBD),That Schnitzel Place,4512,Takeaway Food Services,Seats - Indoor,20,"(-37.8105110375, 144.969520631)"
